uid,昵称,性别,点赞,个人签名,等级,评论内容
1703168078,我是正常萤,女,0,"初三 oc人   原神b服515166739欢迎来找我玩 随缘加友
崩三崩铁云玩家 剧情全过",5,第一次双金[原神_喝茶]
434349405,存护_胡桃,男,1,开心点，毕竟没有人能活着离开这个世界,5,必须钟剑啊，水下钟剑能触发盾，强无敌[脱单doge]
651074192,半夏白秋-,保密,1,,4,大家晚上好
362577577,麻瓜小吴,男,1,,5,20抽跟着保底钟离一起来了[tv_点赞]
96990796,撇捺一点黑,男,0,,5,卢姥爷碎冰冰[doge]
38833353,白衣沽酒陌上良人,保密,3,"但行好事，莫问前程。
岂曰无衣，与子同袍。",6,晚上好，陌生人[墨镜]
448513042,Kamisato綾華,保密,0,欣赏一个人，始于颜值，敬于才华，合于性格，久于善良，终于人品。,5,公子池子五十发下去，诺宝终于满命了，非酋的力量就是这么可怕[笑哭]
345202142,Eternal丿清影,男,0,原神崩三星穹接长期代肝有意者私聊。,5,碎冰反应都来了，结晶也快了吧
22040746,lin_wood,男,1,我是b站的小萌新,6,公子二命了没有菲米尼，米哈游你看着合理吗？[保卫萝卜_哭哭]
40834808,如果与理空,保密,0,"再参加activity就给爷shi
这是个兴趣使然的家伙
B站还真是啥都有啊。
https://b23.tv/imHRZx",6,额啊啊啊快出啊[打call][打call]
25520908,柿子要一口一口的吃喔,保密,0,,6,两个钟离没有他[喜极而泣]
1069868646,乌鸡尾酒,保密,0,,4,凉了，老东西，还不爆原石[哦呼]
487381524,头发少少理科生,保密,1,,5,我抽钟离，把菲米尼搞出来四命了
16191092,喵小的我,保密,0,喵喵喵？,5,官方 官方  100抽都没有抽到菲米尼能不能送一只  太难受了  搞得我又想弃坑了
650485972,东云楔,保密,2,？,4,你知道为什么菲米尼嘴里含着冰块可以潜得更深吗，因为“含冰变深”
110740210,御坂研,男,0,,5,"寒潮将至
狂潮已至
[doge]"
65342666,夏日雨物,保密,0,,6,宝贝下次一定可以吗？公子帝君全都有，原石全给你大哥了，真的没有了[原神_哼]要怪就怪你大哥180抽才来
777738,erilking,保密,0,haha,6,依旧没有七七，但我常规出安柏
630386284,瓮棺尸体,保密,0,快乐的飘柔玻色子啦啦啦,5,满命许愿[2233塔罗牌_比心心]
511809236,灼曦Posisu,保密,0,你的眼泪充盈我的大洋,5,钟离都出了，菲米尼还没出[大哭][大哭]
389379612,邓一鄧,女,0,,5,106抽 五命菲米尼[灵魂出窍]
13733566,小绯SAMA,男,0,让我们一起不知疲倦地双向奔赴吧!,6,命令你嘛[保卫萝卜_白眼][保卫萝卜_白眼][保卫萝卜_白眼]嘿嘿嘿嘿嘿小弟弟，我想……好吧首先我不是男同，但是你的技能还蛮有意思，有机关佩伊柯基，然后四阶压力高压粉碎暴打企鹅，哈哈哈哈哈挺爽，蛮有意思的主C天赋还有助于潜水，挺好的小弟弟，这下不得不拉满了[脱单doge][脱单doge][脱单doge]
1000976402,清团团团团,保密,0,属性复杂,5,四命菲米尼[脱单doge]
13783306,愚人众-莫璃,女,1,你进来想看什么？,6,不敢抽，马上大保底了，帝君有，公子我实在玩不来就没抽，现在是一发不敢动，呜~[大哭]
1277009053,来个小奶猫吗,保密,0,,4,呜呜呜呜呜好米:pleading_face:但根本不敢抽[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭]
432962855,雷電將軍的主人,男,0,啥都不寫，孤獨的二次元,5,谁说四星比五星容易获得的？？？给朕出来！！！[微笑][微笑]
516531687,鉴山隹,男,4,山隹鸟，没空。,5,各位晚上好:smiling_face_with_sunglasses:
190068606,MIYAMI纆,女,0,"劲发江潮落，气收秋毫平

                 ",6,你怎么知道我四抽出达达利亚？？:smiling_face_with_smiling_eyes:
2061811020,古拉格对枪赢了,男,2,我的爱人回来了,4,:face_savoring_food::face_savoring_food::face_savoring_food::face_savoring_food::face_savoring_food:
438850962,淤泥深处的Star,女,1,"“我的肩上是风 风上闪烁的星群”
    温迪yyds",5,老米主线我想看到三小只的羁绊[脱单doge][原神_欸嘿]
227661571,穿背带梳中分,女,2,Need    not    to    know,6,70多抽都没捞到[大哭][大哭][大哭]我的菲米尼呀哼啊啊啊啊啊
520173668,き谷,女,0,破防还嘴硬狗狗嘬嘬嘬,5,晚上好
1990642098,秦小假885,女,0,享受生活,5,抽钟离出了一命菲米尼还算可以
575746633,星空不改名,保密,0,,4,各位晚上好[大哭]
476331989,江心707,女,0,勇敢是处于逆境时的光芒。,5,潮流の班爷
27385455,一口杏仁豆腐茶泡饭,保密,0,讨厌各种魔怔厨子、无脑游戏孝子和无脑黑，普普通通玩游戏的玩家一个，该夸会夸该骂会骂，虽然玩米游但是特别讨厌米孝子。是正太/少年控。杠就我对。,6,你四星能不能给个定轨能不能给个定轨能不能给个定轨[笑]
37451056,疯疯疯尘,男,0,"青春の雲が切れる、きせつ抱きしめ
告别青春的白云，拥抱蹉跎的岁月",6,"我先出了钟离，后面又抽出了卢姥爷，结果菲米尼的毛都没看到[笑哭][笑哭][笑哭]
一定是米哈游干的！！[崩坏3_乆][崩坏3_乆][崩坏3_乆]"
11362898,呦呦乙象,保密,3,热爱学习的刀客塔,6,美滋滋，就是不知道大招后打物理输出手法是什么
349492527,吃锅巴的锅巴,男,0,这个人不神秘，但依然什么都没有写(°ー°〃),5,武器两种外观能不能切换啊，无工最开始外观给菲米尼挺好看的，变色后丑死了
7879862,我的兄弟叫胡桃,男,0,,6,抽了20发，俩把西风剑[辣眼睛]我他娘的都佩服，角色池子你往里边塞武器！
350047436,九把神枪,保密,12,,5,今天我第一次获得迪希雅，同样是今天，她一命了
180326805,布神-,保密,0,,5,好想抽，但是差一个10连就大保底出金了[大哭]
49617547,Lucy丶David,保密,0,天星每念之处，恰有幽客巡游,6,所以我想问，星铁下版本又要优化，那请问您拿着我的钱，拿着我提给您的需要优化的意见给了崩铁，那么什么时候崩铁这些优化能反哺给原神呢，我就是不喜欢玩星铁，我只喜欢原神，结果看着隔壁每个版本疯狂优化发福利，别人上个版本提的问题下个版本就优化了，我就感觉自己像是养了个小三一样[怪怪小黄豆_叹气]
474679601,bili_79644280188,保密,0,劝人大度，天打雷劈,5,啊
31928847,小烦不烦,保密,0,你当像鸟飞往你的山,6,你怎么知道我没抽到菲米尼但是十连出金钟离没歪[脱单doge]
480903577,洛蕾塔-8,保密,2,"仇忾无涯，征逐无疆，猎君几多愁？
辰矢在弦，金瞳炽焱，帝弓莫回首。",3,[打call]
1897997610,雪深岚木亭,保密,0,,5,70抽下去莫娜都出来了，一个菲米尼都莫有。[星星眼][惊喜]
33666869,_Kain_,保密,0,   独寐寤言，永矢弗谖,6,"60发 琴都满命了 这个一直没有 
哎 不抽了 四星就少他一个 顶级仓检"
289394978,一盒大爷,保密,0,好你个坐忘道！,5,60抽下去一个都没有朋友们[tv_思考]
174871926,Y-OCEAN,男,0,,5,泰裤辣[脱单doge]
433288130,叶森-,保密,0,爱左然٩(๑´3｀๑)۶,5,米哈游，我现在新本已经不出货了你有什么头绪吗
8619866,洛由喜欢吃寿司,保密,0,,5,在？为什么我的帝君是冰系？
27204758,陌影愈深,保密,1,喜欢休比的不会是坏人(｡ì _ í｡),6,说实话感觉特效比优菈好[大笑]
511455473,兔sir的胡萝卜,男,1,老兔子混迹在人群中充当萌新小兔,5,想要菲米尼！70发！诺艾尔满命了，屑米哈，你有什么头绪吗？[大哭][大哭]
1257085113,无名氏小卒嘛,男,1,本是平平无奇一少郎，却想步步高升，寻志向，奈何大风迎面刮，吹得深渊皮肉绽，                 ,5,能不能优化下水世界，下水玩就是想吐，我玩其他游戏就没有过，这是头一次，玩法很好，可就是想吐，能不能优化下
832021,gsyn,保密,2,,6,"我要找菲米尼
那你得雇个潜水员
那我雇谁
菲米尼
可是我还没找到他
那就雇个潜水员
雇谁
菲米尼"
14684701,失眠的葡萄,保密,0,银鞍照白马,5,歪了钟离[脱单doge]
472187498,重塑信念系统,保密,0,论孩子的心理的想法,4,我九发单抽双金了
14584778,唐猫子1021,男,2,,4,[脱单doge]
3493287788809071,常盘台的麻雀儿,男,1,成分复杂,3,第一次一次十连出钟离[呲牙]
346760135,Dark选帝候,男,1,别看了，要脸,6,为啥新四星比五星还难抽[笑][笑][笑]
3493136533818333,爱国者种花兔,保密,1,坚持中国共产党的领导,2,我最喜欢的一集
1285867397,-清迅,男,1,无,5,其实第一次见到菲米尼时我把还以为他是女角色。。。有跟我一样看错的吗[doge]
1094860799,Natashaii,保密,0,,4,琳妮特、林尼、菲米尼在池子里是连着出的耶，好开心[打call]
407196936,喻轻年,保密,0,,5,关于我的五命琴你有什么头绪吗[辣眼睛]
16191092,喵小的我,保密,1,喵喵喵？,5,3.8版本100抽没有一个珐露珊   这次100抽也没有一个菲米尼  rlgl[抓狂]
514746523,水水水水水水水沝淼㵘,男,3,我超，o,5,各位晚上好[脱单doge]
494964,Begin君,男,0,东京在住m1在读，背包客，fz/马娘，就活＆考证中…,6,8抽一个收工，继续攒给芙芙[绘之音表情包_瞅瞅]
400738444,修仙种田派小黄人,女,1,,5,九十多抽没有菲米尼[保卫萝卜_哭哭][保卫萝卜_哭哭]
175948818,凌空路-安宁,保密,1,"Hello欢迎来到这位不知名的宋某人的个人空间
o(o･`з･´o)ﾉ!!!
",6,等钟离结束出X役人撕卡是吗？
383743220,吃ta喵de花椒,男,4,这个人很帅，什么都没有写,5,120发，菲米你根本不在池子里[大哭]
352204564,_个好名字,保密,0,已沦为抽奖号，但什么都没中过,5,送我一个
15873745,暗耀耀,男,0,中二病患者(ﾉ≧ڡ≦),6,小保底又歪了啊啊！一百抽才一个女仆啊啊啊[大哭][大哭][大哭]
604251988,我可真是个添柴,男,0,从来不发视频的一个人,4,xuyu～～
558245288,YW军迷,保密,0,,2,我可是枫丹的潜水冠军
503915410,米鱼Z,男,1,游戏党，动漫党一枚,5,三十抽接不接
14498495,啊澈oc,男,0,。,6,不知不觉就下半了啊
19264968,SOS团长凉宮春日,女,4,"摸鱼怀旧游戏Player
各种游戏P，主播哮子，拉黑精神胜利小鬼
尤其是?队友女?极端人士
不要跟我有任何的互动谢谢
净化网络环境 ——",6,50抽全是早柚没见到一个菲米尼诺艾尔 破防了
23485853,救世星龙索尔,男,0,哈哈哈哈哈哈,6,80抽全是早柚没见到一个菲米尼诺艾尔 破防了
3810775,ぺぺぺ小屎丸,保密,0,朽木,6,20出了嗚嗚嗚嗚好可愛
3810775,ぺぺぺ小屎丸,保密,0,朽木,6,嗚嗚嗚嗚好可愛
470847967,women五十一,保密,0,vae他有些烦恼,5,谢谢四命早柚诺艾尔
498412115,越矩,保密,1,总有一天我要让你们见证欧皇,5,开大70%，重云15%，天赋减一秒，元素战技cd还剩0.5s[哦呼]
279241930,獨の白,保密,0,,6,减体力和双风可以叠加吗
186574183,又甘又刻又绯又菈,保密,0,,6,众所周知，物理输出的角色在演示和试用中，如果打人形怪会更合适因为他们的物理抗性很低，而枫丹并没有大量镀金旅团，盗宝团到处都有也不耐打，所以为什么不多放一些愚人众让菲米尼砍个痛快呢[妙啊][妙啊][妙啊][妙啊][妙啊][妙啊]
99356509,和德丽莎睡懒觉,男,0,既然谎言是温柔的，那么温柔一定是谎言。,6,90抽没出，都大保底鸭鸭了
36294806,幻雨花菱,保密,1,表象轮转，内在不变,6,菲米尼牌芒果碎碎冰！
1739045428,胡桃の-狗,保密,7,欲买桂花同载酒，我是胡桃主的狗,4,看完之后我只知道了菲米尼是C[妙啊]
347990427,_preemptive,保密,0,.,5,这些新出的四星角色存在的意义就是嚷新手玩家抽不到点秋香[滑稽]
13437072,莫伊拉五金店,保密,0,,6,S属性大爆发
1926084034,哦又开始了,保密,0,,4,神秘邮件。氪了多少才有？我好奇了[妙啊]
425417567,长安归洛-,保密,0,,5,可不可加下剧情跳过或者倍速
33647955,契科尔前线,保密,541,希望有生之年能中一次天选时刻,6,"碎冰反应成为最冷门的剧变反应是有原因的。
其一：吃元素精通的角色不堆攻伤爆，打反应就打不了直伤。
其二：boss单位和一些粪怪（狂爆后的海乱鬼）不吃冻结，碎冰的前置条件冻结都无法满足。
其三：触发碎冰条件非常苛刻，必须是（至少一个铁矿石单位的）单段削韧伤害，目前打碎冰最好的角色是万叶。
其四：想要频繁触发碎冰就必须有高频挂水+持续挂冰，但是一但具备着两个条件往往其它元素反应收益更大。高频挂水带来的蒸发、绽放&amp;持续挂冰保证的持续冻结、融化都非常强势，相对的碎冰反应的收益实在太鸡肋。"
1228088534,的安卡,保密,3,,4,菲米尼感觉很像一个冰版的雷泽，配队花样挺多的，能打超导物伤，永冻碎冰，还能打冻绽放
338222357,丧心病狂的咸鱼号,男,3,原签名为搞笑小说希灵帝国的名台词之一，结果被举报了，如果真有去了解过就会明白那明明是一部虽然前期略显稚嫩但内核是爱与和平的小说(ー_ー)!!,6,想抽个菲米尼，结果6发10连公子（第2发10连公子就出了，然后又抽了四发十连）都出来了还是没见到菲米尼，问题是一命公子好像没什么用啊……欧气用在了奇怪的地方[笑哭]
527256075,白織的狗,保密,0,威严满满~~~,4,一发中嘿嘿
157132793,流光の小男孩,男,0,AVG男主朱珏,6,旺旺碎冰冰[doge]
349125270,_有效不应期_,女,1,nanana,5,为啥全是晒卡的，有没有讨论菲米尼机制的人[保卫萝卜_哭哭]
29150903,窗边瞳子,保密,0,,6,竟然可以减少耐力，但是这个池子又不敢碰[哦呼]
2139599381,Auyth,保密,0,,3,xp是小男孩并且很喜欢小企鹅但是！为什么宝宝和那两个我已经有了的男人一起复刻[大哭]刚刚七十多抽没出林尼现在我啥也不敢动[呆]
66026241,Max_in,男,0,,6,已经抽出来了，感觉挺有意思的。mhy在新四星角色上依旧超常发挥
518108785,一姬sama,保密,4,,4,这个给谁用[微笑][微笑]
61214660,木姬空语,男,0,"一刀一斧一世界、酷爱木雕的少年

雕塑专业硕士研究生、中国东阳木雕传承人",6,冲呀[打call]
4045782,雷凤鸣凰,男,2,,6,会潜水有潜水套装，我觉得让下野紘配菲米尼才最合适[滑稽]
245124870,阡陌孤烟,男,1,新的一天，新的难过。,6,机巧少年不会(        )
184541139,丝瓜蛋汤好,保密,69,看到我的签名的人都是人，没看到的，也是人,3,"要想养好钟离，
黑缨千岩佩齐，
天赋点197，
零命即完全体，
          陋钟铭
伤不在高，能辅就行
盾不在厚，覆盖则灵
斯是辅助，惟吾得兴
翻过天衡山，来到说书摊，再把祈愿按，歪了把脸扇
只要堆生命，就能行
无主c之难养，无暴击之幻想
南阳璃月港，西蜀往生堂
凝光云：何弱之有？"
354377702,熙月林凉,保密,0,,5,谢谢，公子一命了一个菲米尼都没
92834629,Mr-Zzb,男,0,我有一个疯狂的目标！和一个大胆的想法！,6,人称枫丹冰卢克。。。
180795562,让加文滚去学习,男,0,摸鱼大王，偶尔录歌,5,全是早右哈哈哈哈哈哈哈哈哈:grinning_face_with_smiling_eyes:！很
7618130,PeterQYang,保密,0,陌生私信勿扰，一律屏蔽，引战杠精早日下地狱,6,建议官方提升下爆率，不要再让众多玩家花冤枉钱氪角色卡池了，毕竟很多人都是打工的不容易
387076125,纯良萌萌人daze,保密,0,该账号已被永久封禁,5,啊啊啊
11714980,李煜扬,女,0,他的眼里是山是水，是你却不会有你,6,五十抽没这玩意是合理的吗
7782872,小火车ksks,男,0,摆烂一念起，刹那天地宽！,6,霜华满天
258789853,叔叔我呀最喜欢_了,保密,0,,6,70抽一个菲米尼都没有，钟离都第三命了，你说这合理吗？
73792161,小凌是笨蛋,保密,0,非常非常冷们的小狐狸,3,开头那句：命令我吧，真的太逆天了
325271873,瞌睡的晨曦,男,1,曾经的旅人啊，你们还好吗？愿来往之人，于终点相见,5,绫华打桩队和海森国家队哪个好一点，dps高[笑哭]
477810157,青颜不吃青菜,女,1,与其内耗自己，不如责怪别人.,5,十连出了哈哈哈哈哈，今天开始你是我副推了～
158554554,无奈入凡尘阿,保密,0,,4,就体验里面的感觉就是差一星强化版的卢锅巴，开大可以无限E，懂了这就干掉国家队的重云
67954905,清辉照裳,女,0,。,5,听不懂思密达
37625215,断念残离,保密,131,很懒，活动时间不固定,6,"告诉大家一个即将变成超级热的冷知识，这次钟离试用不仅塞了刻晴，刻晴还是绿剑，是历史上第一个塞了4个五星的角色试用关
https://b23.tv/BV14w411U77H"
2019546330,夏安琪铃铛,保密,0,,5,"三十多抽没出那个谁，林尼
上上个池子的可莉前面的心海没抽到
还有那个草神没抽到

准备抽钟离
如果歪了
求歪提纳里
如都没抽到，前来还怨[大哭]"
666732256,昱澄澈,保密,0,,2,为什么我连续歪了两次，我的大保底呢
3193459,布琦-拉温米,保密,1,能请你稍微安静一会儿吗？因为布琦想要集中精神。,6,所以为啥带钟剑[向晚2.0_木头小向晚]
37625215,断念残离,保密,0,很懒，活动时间不固定,6,感觉菲米尼技能组比以前的任何一个冰系都契合申鹤，同时打物理和冰伤，超导碎冰一起吃，不知道附着频率怎么样，感觉没申鹤还能带个托马这种低频后台火在尽可能不抢反应的情况下打融化
192456795,麦田余晖,保密,0,,5,宝宝你是一只小企鹅
1039965439,白草净华-幽宫启蜇,保密,0,知识，与你分享。,4,"佩伊：朋友，你要伤害我吗
菲米尼*挥剑[doge]"
378990266,墨铭其妙彡彡,保密,0,,5,老米我错怪你了
26665905,摸摸丹恒龙角,保密,1,b站无愧幼儿园,6,原宝，这是什么阵仗。我没见过，你见过吗[热词系列_知识增加]
29230741,能中就有鬼了,男,2,,6,啊啊啊抽个菲米尼结果把钟离搞2命了，呜呜呜我的龙王我的水神
1557721,镰形红细胞,男,0,已经没有什么好害怕的了,6,诶？我的满命坎蒂丝是不是有去处了
479122180,鸣鸟之言,保密,0,,5,[打call]
179906757,爆裂葡萄,男,1,"帮助还愿进度：60%
魈2/1 一斗1/1 钟离2/2 赤角0/1 莱欧斯利0/1",6,大保底，对不起，不能下池子，以后有机会希望你能来[大哭]
387107674,凉拌彼岸花,男,1,,5,原宝什么时候适配mate60啊[脱单doge]
15675383,Sabulabubu,男,0,士不可以不弘毅，任重而道远，仁以为己任，不亦重乎。,6,所以好像和钟剑关系不大[笑哭]
480788991,念兹在兹长乐未央,男,1,山中无甲子，寒尽不知岁,5,152抽大战菲米尼，喜提帝君两命，高达满命[坎公骑冠剑_无语][坎公骑冠剑_无语]
589884903,不歪了的时候改名,保密,0,艾尔海森，我万世不变的信仰,4,70抽满命了[抓狂]
2074769641,是提纳里呀,保密,0,,4,你们怎么知道我两抽出了菲米尼
515441491,千玖大口炫你欧气,女,0,宝子是被哪句话刺激到了，这么急着查成分啊,5,大家晚上好[脱单doge]
21653479,真有乐子嘻嘻,女,0,让我来投一个稿，嗯，不错啊真好看。诶？还没投呢¯\_(ツ)_/¯,6,阿米，你不打算解释下三小只重发立绘的事吗[酸了]好担心4.1他们三个和我们反目成仇或者被刀什么的……所以4.1怎么还不来[灵魂出窍]
20786952,Bili-Zkx,男,0,,6,1w多原石才出[捂脸]就为了抽个0命真不容易
22464641,独舞明中,男,0,,6,物杯还是冰杯？
457262631,草仨芯,保密,0,,4,谢谢，早柚满命女仆一命前来观看[无语]
14898469,狮木木,女,0,画技心中涨,6,虽然我五星次次大保底，但是新四星次次就能十连二十连抽到。。。这对一个全角色收集玩家来说，还真，，生不起气来呢[doge]
7694144,日常没吃药,保密,1,"只与同好争高低,不与傻瓜论短长",6,我的菲米尼有点若不经风，虽然是冰系但是拿不起双手剑，只能拿单手剑[笑哭]
3493075884181877,魏某人不爽,保密,0,,2,！！！1小时
337238407,了不起的杂鱼弥,男,0,叮！,6,冰系雷泽
486436792,6323012,保密,0,司法流水线工人,5,手感挺好的
1141159409,AI视频小助理,保密,5,"我是小笨，一只笨笨的AI机器人
召唤方式：@AI视频小助理 总结一下
私信召唤：直接分享视频或bv号总结一下",4,"一、菲米妮作为一名经验丰富的潜水员，能够降低队伍中自己的角色水中耐力的消耗，提高水中探索的效率，并介绍了他的各种攻击方式和技能。
00:08 - 推荐枫丹最好的潜水员非米妮
01:03 - 费米尼降低队员角色在水中耐力的消耗
02:14 - 非米尼的元素战技转为高压粉碎进行作战
二、费米尼在战斗中释放元素爆发和前置模式，提升自身能力，并利用配音特技进行攻击和任务完成。
03:00 - 被米尼释放不可触及的寒气，造成冰元素范围伤害
04:07 - 飞米尼对敌人触发碎冰反应后的一段时间内，将极高浮冰增压，高压本碎造成的伤害
05:26 - 或许终有一天，他会在命令中看清阻碍他蜕变的冰牢
--本内容由AI视频小助理生成，关注解锁AI助理，由@厕所玩手机一蹲半小时 召唤发送"
242685081,厕所玩手机一蹲半小时,保密,0,讲道理有用的话，那么拳头将毫无意义,5,@AI视频小助理 总结一下
552184713,徙鹿,保密,0, ⊙ω⊙,5,大家晚上好啊
3537111691037635,Illuminii,保密,0,,2,200抽一个菲米尼都没有[tv_白眼]
345306920,初夏の黄昏,男,1,,6,60抽都没出菲米尼，女仆都抽满了，还出了把祭礼剑，只能等歪了
3537123938404376,慕夏随风,保密,1,,2,不过话说回来，菲米尼他们三个确实是亲兄妹吗？
2296572,ballclone,保密,0,,6,这战斗听不懂[tv_难过]
344498422,啊方了,保密,5,,6,我也有，取个名字
15345335,兔丶哥哥,男,0,,6,戴因啥时候进卡池？
3493133476170431,卫宫后宫,保密,1,,3,兄弟们我十连出钟离了。
9002361,守护VN,保密,3,,6,一百抽没有菲米尼，米哈游看看你干的好事！鸭子还歪了！！！！
3494360391879048,榮炜耀傑,保密,0,,2,"坏消息：刻猫猫歪出一命了
好消息：老爷子二十发后出了[doge]"
33249968,King-boy博弈,保密,0,"原神打工人
可以代肝，需要➕v
wxid_sunqizw1n23522
大学生纯手打，可b站直播",5,[脱单doge]
34196471,祈妹你带我走吧,男,0,,5,一百六十抽，一个都没有[热]
1873392518,100逝可乐,保密,0,,4,"坏消息：歪了卢老爷
好消息：我有狼末"
279013127,小浪漫哥哥,保密,0,,5,70突破拿球，天赋111，一身生命装，带白铁大剑，海底的神！
89002511,翼とCLOVERS,保密,262,这个人很神秘，什么都不想写,6,"比优菈更适合4苍白，比优菈更适合米卡，松籁也能抓来用
机制上真的比很多五星都好"
1564193219,白哈哈秀,保密,0,,2,碎冰要水
389308452,清蒸蘑菇,保密,0,七七单推人,5,公子二命了才一只[Cat2_FatCat!？]
346409336,--唳,女,10,₍₍ (̨̡ ‾᷄ᗣ‾᷅ )̧̢ ₎₎,4,21年厨上公子，当时复刻抽了0+1，武器只用了10抽，去年复刻攒了340直接5只，今年小保底没歪，91抽贯虹+冬极，我圆满了真的，鸭鸭愿意和我回家，一直在双向奔赴[大哭]因为我平时抽卡都很非很非，大小保底全吃满的那种，只有抽公子的时候这么欧
15360676,想要变成气泡,保密,0,想成为一朵云，一滴雨，一粒沙,6,60抽没有新四星，这合理嘛[保卫萝卜_哭哭]
3207443,幻化作风X,保密,0,,6,想抽主要为大世界，但是手握大保底不敢动，下版本可是有掉金豆水龙王和帅气大黑狗的啊，虽然我是男的
663046962,qramecat_0w0,保密,0,,3,好耶
1927356,可乐炒饭加点芬达,保密,0,反正都来查成分了！不如带上纸巾看看我的收藏夹快乐一把,6,唉 不敢抽了 下发10连毕金 大保底[初音未来_端碗]
2110009880,大西洋号舰长,男,0,大西洋号，酥脆四！,5,刚好72抽出，保底可以留着了[脱单doge]
184904693,FUFU来吃大米了,男,0,,5,好家伙，刚刚试完开大期间可以摁7次E，有点爽的
23244080,天上飞的魚,男,0,,6,菲米尼开大然后连E，E的冷却时间只有两秒，而且是纯粹的冰伤，我觉得他当冰c也很有潜质，特别是如果未来有方便的挂火角色的话，就是不知道他的E是不是每段都是独立附着
383101295,七罪伊撒尔,保密,0,我觉得值得，那便值得,5,就up池有毒
1407913538,Bob次格Oqo,保密,0,"多圈人！
只有b站,老福特,推特,wb 有号. 其他平台看到的都不是我( ´_ゝ｀)",4,我一直抽不到你呀宝宝，，[酸了]
3494355899779168,从不下饭真的,保密,0,,2,钟离啊
3494355899779168,从不下饭真的,保密,0,,2,为什么？为什么！
403448029,咸鱼_呵呵哒,男,0,,5,十抽祭礼剑，好耶，九百天了，终于有精5祭礼剑了。上期武器池子，大小号加起来一百多抽才一把祭礼剑，泪目。
595422491,账号已删除_,保密,1,,5,晚上好[脱单doge]
385165758,秋行叶竹,男,4,,4,在获得神之眼之前，菲米尼就已经是经验丰富的潜水员。那么冰神之眼对他有什么帮助呢？答案是菲米尼可以下潜得更深。因为申鹤曾说“含冰变深”[doge]
3546381104974067,aCB困,保密,0,,2,30抽一个诺艾尔都没有你敢信[笑哭]
3461572116613493,影月月老公,保密,0,查nm呀，我是你爹。,3,[给心心]
1948865630,啥也不想干的懒馒头,保密,0,,4,前来报喜！30抽出钟离，常驻池单发出一把弓，这就是新手保护期吗？[脱单doge]
522004285,-普洱-,保密,0,,5,听我说谢谢你～[嘟嘟][嘟嘟][嘟嘟]
527164675,旅行的仓鼠1号,男,0,愿我和我所爱都能找到答案,4,单抽[辣眼睛]，原宝20抽我就大保底了不要歪好不好[doge]
545788820,太阳的索尔迦雷欧,男,1,,4,菲米尼手感是真的好，试用的时候打的可爽了[脱单doge]
14898469,狮木木,女,3,画技心中涨,6,"机制配队非常非常自由好玩，手感上佳
出伤可以平滑可以爆发，可以纯冰可以纯物可以混伤流可以碎冰流，甚至可以各种附魔
腿非常好看
我宣布这是我今年最爱的四星[脱单doge]"
360301187,伴云by,男,381,,5,初始四词条，我释怀的笑[怪怪小黄豆_吓昏]
7660732,套餐用户,男,0,,6,抽到了，手感真不错，准备拉满
178991774,-首_级_落_哪_里-,保密,1,薪火相传，美德不灭,6,问个事啊，下版本还有没有菲米尼？马上保底了，等着抽那维莱特，不敢赌不出五星了
1877536503,跟我苟脚你就是对的,保密,0,你说的对，毕竟狗不会听人的道理,4,出了林尼后第二发出了菲米尼
457022428,_川岛亚美,保密,2,。,4,真有你的
347385285,玻璃蚕蛹,保密,1,长草呀,5,家人们，菲米尼用天空之傲更好，还是雪葬更好？？[奶茶干杯][奶茶干杯][奶茶干杯]
38011759,8_Letters,保密,0,褪黑素有用吗,6,晚上好
412975378,公子很开明,保密,0,,5,大保底出帝君[酸了]
404351998,小小超可的,保密,0,,5,小保底歪了七七[大哭]150抽没抽到帝君
3537125569989423,挺好的呀方便,保密,2,,2,刚上线就抽到了[滑稽]
168709535,黎离谱蒲,女,0,--...-....-...-/-.-.-.--..---../--.-.--..-...-./-..----.--.....,4,抽个帝君，菲米尼满命了[哦呼]
50051927,南江路张屠夫,保密,0,,5,啊
1126935466,小黑子别jiao了,男,0,,4,……
82371182,-卡Q因,男,0,"主推北斗的北斗优菈厨（？）
 关键词：碧蓝航线，原神，明日方舟（淡了）
圈名亚克萨姆（一般称作AK），不定时更新",6,钟离都出了，还没见到菲米尼
480684714,某秘方,女,2,梦吧,4,许愿帝君不歪呜呜呜，已经错过了林尼了[笑哭]
11410614,丹恒请厌恶地看着我,保密,0,,6,一只都没有出
482574658,绯月月月月_,女,8,关注取关随意。成分杂，发东西很随意。一个破搞国配的,4,小企鹅！！！可爱！！！嘿嘿好白哦！！！我说的是企鹅:penguin:[脱单doge]
85743978,应到的未到--,男,0,,5,up池4连歪了[大哭]
23250955,子龙Official,男,0,普通人的幸福,6,十连不出，撤
6936532,无论你怎么称呼我都好,保密,0,"我很想爱你。
要是有比我爱你更好的话就好了。",6,[脱单doge]
473804798,风骨灰,男,2,无,5,10发菲米尼+60发钟离（总70）[脱单doge]
360297757,靠脸吃饭的bph,男,108,没有和河野华合影的人生是失败的,4,大家晚上好[墨镜]
14254203,百型贰式,保密,0,,5,这下真的大量物理伤害了
37472298,阿辙好困,男,0,F键逃离地球,5,七十发一个都没有，我请问[妙啊]
37864197,自制音速起子的十三姨,男,0,赎罪中,6,我们枫丹有自己的优菈
